Wavelength	Intensity	Element	Ion
368.329	200	Fe	I
380.642	200	Fe	I
385.105	200	Fe	I
388.815	200	Fe	I
399.852	200	Fe	I
414.458	200	Fe	I
422.861	200	Fe	I
425.132	200	Fe	I
448.351	200	Fe	I
519.639	200	Fe	I
544.839	200	Fe	I
561.72	200	Fe	I
645.816	200	Fe	II
219.673	150	Fe	I
227.277	150	Fe	I
227.673	150	Fe	I
228.479	150	Fe	I
228.796	150	Fe	I
230.429	150	Fe	I
231.382	150	Fe	I
234.5	150	Fe	II
236.072	150	Fe	II
237.446	150	Fe	II
238.256	150	Fe	I
241.404	150	Fe	II
242.488	150	Fe	II
244.004	150	Fe	II
244.048	150	Fe	I
245.952	150	Fe	II
249.965	150	Fe	I
252.039	150	Fe	I
253.06	150	Fe	I
253.975	150	Fe	II
254.546	150	Fe	I
257.513	150	Fe	II
262.907	150	Fe	II
272.576	150	Fe	I
274.438	150	Fe	I
275.485	150	Fe	I
276.263	150	Fe	II
276.284	150	Fe	I
296.612	150	Fe	I
302.652	150	Fe	I
318.582	150	Fe	I
328.77	150	Fe	I
339.362	150	Fe	I
340.031	150	Fe	I
358.322	150	Fe	I
358.568	150	Fe	I
358.673	150	Fe	I
360.423	150	Fe	I
361.882	150	Fe	I
362.304	150	Fe	I
362.422	150	Fe	I
367.113	150	Fe	I
367.868	150	Fe	I
368.516	150	Fe	I
369.506	150	Fe	I
370.214	150	Fe	I
370.888	150	Fe	I
373.346	150	Fe	I
379.542	150	Fe	I
382.226	150	Fe	I
386.031	150	Fe	I
386.662	150	Fe	I
387.486	150	Fe	I
411.971	150	Fe	I
419.949	150	Fe	I
431.63	150	Fe	I
492.036	150	Fe	I
504.316	150	Fe	I
511.178	150	Fe	I
521.773	150	Fe	I
532.566	150	Fe	I
822.267	150	Fe	I
869.101	150	Fe	I
218.788	120	Fe	I
230.971	120	Fe	I
236.101	120	Fe	II
237.215	120	Fe	I
237.524	120	Fe	I
237.716	120	Fe	II
238.149	120	Fe	II
242.91	120	Fe	II
243.082	120	Fe	II
248.023	120	Fe	I
248.812	120	Fe	I
251.252	120	Fe	II
253.439	120	Fe	II
253.625	120	Fe	II
273.864	120	Fe	I
276.26	120	Fe	I
276.359	120	Fe	I
276.392	120	Fe	I
282.964	120	Fe	I
283.678	120	Fe	I
291.301	120	Fe	I
292.986	120	Fe	I
297.023	120	Fe	I
300.133	120	Fe	I
301.045	120	Fe	I
307.661	120	Fe	I
309.247	120	Fe	I
323.555	120	Fe	I
330.692	120	Fe	I
337.175	120	Fe	I
357.302	120	Fe	I
358.595	120	Fe	I
367.107	120	Fe	I
368.41	120	Fe	I
368.705	120	Fe	I
369.053	120	Fe	I
369.61	120	Fe	I
371.75	120	Fe	I
372.544	120	Fe	I
373.639	120	Fe	I
379.86	120	Fe	I
384.035	120	Fe	I
384.435	120	Fe	I
385.191	120	Fe	I
418.293	120	Fe	I
418.822	120	Fe	I
418.897	120	Fe	I
446.78	120	Fe	I
487.268	120	Fe	I
545.713	120	Fe	I
558.831	120	Fe	I
832.934	120	Fe	I
839.008	120	Fe	I
208.479	100	Fe	I
230.413	100	Fe	I
232.811	100	Fe	II
233.203	100	Fe	II
244.331	100	Fe	I
244.525	100	Fe	II
244.631	100	Fe	II
245.422	100	Fe	I
246.26	100	Fe	II
246.293	100	Fe	I
248.091	100	Fe	II
248.341	100	Fe	II
248.744	100	Fe	I
248.782	100	Fe	I
248.97	100	Fe	I
249.146	100	Fe	II
249.215	100	Fe	II
249.393	100	Fe	II
249.662	100	Fe	I
252.578	100	Fe	I
253.518	100	Fe	II
253.956	100	Fe	II
253.967	100	Fe	II
254.951	100	Fe	II
258.335	100	Fe	II
263.302	100	Fe	I
272.023	100	Fe	I
275.013	100	Fe	II
275.524	100	Fe	I
275.813	100	Fe	I
284.643	100	Fe	I
310.079	100	Fe	I
310.087	100	Fe	I
310.156	100	Fe	I
321.281	100	Fe	I
324.037	100	Fe	I
352.717	100	Fe	I
353.421	100	Fe	I
357.441	100	Fe	I
359.566	100	Fe	I
363.213	100	Fe	I
363.934	100	Fe	I
367.736	100	Fe	I
373.937	100	Fe	I
378.776	100	Fe	I
397.038	100	Fe	I
402.3	100	Fe	I
422.055	100	Fe	I
423.479	100	Fe	I
489.212	100	Fe	I
500.751	100	Fe	I
514.089	100	Fe	I
526.802	100	Fe	I
533.438	100	Fe	I
543.603	100	Fe	I
258.877	90	Fe	I
259.232	90	Fe	II
259.451	90	Fe	II
262.119	90	Fe	II
220.108	80	Fe	I
220.141	80	Fe	I
226.779	80	Fe	I
226.817	80	Fe	I
228.064	80	Fe	I
229.512	80	Fe	I
229.993	80	Fe	I
234.468	80	Fe	II
236.648	80	Fe	II
236.931	80	Fe	II
237.018	80	Fe	I
237.067	80	Fe	II
238	80	Fe	II
240.77	80	Fe	II
241.86	80	Fe	II
243.3	80	Fe	II
244.085	80	Fe	I
246.202	80	Fe	II
247.142	80	Fe	II
247.171	80	Fe	I
248.287	80	Fe	II
249.023	80	Fe	II
250.685	80	Fe	II
251.303	80	Fe	I
251.733	80	Fe	I
253.007	80	Fe	I
254.186	80	Fe	II
254.743	80	Fe	II
254.763	80	Fe	I
254.985	80	Fe	II
255.016	80	Fe	II
270.681	80	Fe	I
271.521	80	Fe	II
272.686	80	Fe	I
272.835	80	Fe	II
272.971	80	Fe	II
274.534	80	Fe	I
275.41	80	Fe	II
276.773	80	Fe	I
287.501	80	Fe	I
296.085	80	Fe	I
303.103	80	Fe	I
304.252	80	Fe	I
309.909	80	Fe	I
317.636	80	Fe	I
320.043	80	Fe	I
322.051	80	Fe	I
322.873	80	Fe	I
323.398	80	Fe	I
324.512	80	Fe	I
324.694	80	Fe	I
326.599	80	Fe	I
335.648	80	Fe	I
340.533	80	Fe	I
355.475	80	Fe	I
364.475	80	Fe	I
365.132	80	Fe	I
370.552	80	Fe	I
374.453	80	Fe	I
375.003	80	Fe	I
380.778	80	Fe	I
382.539	80	Fe	I
384.789	80	Fe	I
391.784	80	Fe	I
397.887	80	Fe	I
401.566	80	Fe	I
413.584	80	Fe	I
419.261	80	Fe	I
420.788	80	Fe	I
421.153	80	Fe	I
429.267	80	Fe	I
435.396	80	Fe	I
437.1	80	Fe	I
447.727	80	Fe	I
448.343	80	Fe	I
500.326	80	Fe	I
516.772	80	Fe	I
517.034	80	Fe	I
519.379	80	Fe	I
534.141	80	Fe	I
624.929	80	Fe	II
718.929	80	Fe	I
793.931	80	Fe	I
800.114	80	Fe	I
218.758	60	Fe	I
225.257	60	Fe	I
226.509	60	Fe	I
236.458	60	Fe	II
237.592	60	Fe	II
238.398	60	Fe	II
242.113	60	Fe	I
242.343	60	Fe	II
242.383	60	Fe	I
243.361	60	Fe	II
243.892	60	Fe	I
244.445	60	Fe	II
244.845	60	Fe	I
246.118	60	Fe	II
246.742	60	Fe	II
246.757	60	Fe	II
246.848	60	Fe	I
247.026	60	Fe	II
247.74	60	Fe	I
247.932	60	Fe	II
248.499	60	Fe	II
249.161	60	Fe	II
249.475	60	Fe	I
250.314	60	Fe	II
250.462	60	Fe	II
251.981	60	Fe	II
253.456	60	Fe	I
253.743	60	Fe	II
254.26	60	Fe	II
254.414	60	Fe	II
255.023	60	Fe	II
255.08	60	Fe	II
256.768	60	Fe	II
257.869	60	Fe	II
259.429	60	Fe	I
260.643	60	Fe	I
266.545	60	Fe	II
266.776	60	Fe	I
269.34	60	Fe	II
270.479	60	Fe	II
270.937	60	Fe	I
273.481	60	Fe	I
277.889	60	Fe	I
294.22	60	Fe	I
295.11	60	Fe	I
298.564	60	Fe	I
300.253	60	Fe	I
301.851	60	Fe	I
301.986	60	Fe	I
302.089	60	Fe	II
303.21	60	Fe	I
303.537	60	Fe	I
310.12	60	Fe	I
320.14	60	Fe	I
321.687	60	Fe	I
322.07	60	Fe	I
325.53	60	Fe	I
337.051	60	Fe	I
338.495	60	Fe	I
342.527	60	Fe	I
342.973	60	Fe	I
352.724	60	Fe	I
352.739	60	Fe	I
352.747	60	Fe	I
357.485	60	Fe	I
357.491	60	Fe	I
361.31	60	Fe	I
363.308	60	Fe	I
370.81	60	Fe	I
372.655	60	Fe	I
372.815	60	Fe	I
377.753	60	Fe	I
381.414	60	Fe	I
386.831	60	Fe	I
394.989	60	Fe	I
395.107	60	Fe	I
395.757	60	Fe	I
396.774	60	Fe	I
399.524	60	Fe	I
401.085	60	Fe	I
415.797	60	Fe	I
417.609	60	Fe	I
487.35	60	Fe	I
501.346	60	Fe	I
522.832	60	Fe	I
528.509	60	Fe	I
538.487	60	Fe	I
540.562	60	Fe	I
541.671	60	Fe	I
542.558	60	Fe	I
557.439	60	Fe	I
649.678	60	Fe	I
751.311	60	Fe	I
794.817	60	Fe	I
804.826	60	Fe	I
866.428	60	Fe	I
215.847	50	Fe	I
225.149	50	Fe	I
227.156	50	Fe	I
230.239	50	Fe	I
234.606	50	Fe	II
235.192	50	Fe	II
235.52	50	Fe	II
238.512	50	Fe	II
240.516	50	Fe	II
241.254	50	Fe	II
243.547	50	Fe	II
243.569	50	Fe	II
244.585	50	Fe	II
244.595	50	Fe	I
244.685	50	Fe	II
246.404	50	Fe	II
246.447	50	Fe	I
246.666	50	Fe	II
247.407	50	Fe	II
247.587	50	Fe	II
248.674	50	Fe	I
249.058	50	Fe	II
249.066	50	Fe	I
249.5	50	Fe	I
249.857	50	Fe	II
250.245	50	Fe	I
250.951	50	Fe	I
251.514	50	Fe	II
251.789	50	Fe	II
252.324	50	Fe	I
253.76	50	Fe	II
253.79	50	Fe	II
253.896	50	Fe	II
254.012	50	Fe	I
255.145	50	Fe	II
257.651	50	Fe	I
258.307	50	Fe	I
262.627	50	Fe	II
263.239	50	Fe	II
264.243	50	Fe	I
269.708	50	Fe	I
271.702	50	Fe	II
271.706	50	Fe	I
271.859	50	Fe	I
271.868	50	Fe	II
272.1	50	Fe	I
272.704	50	Fe	I
272.963	50	Fe	I
273.508	50	Fe	I
273.642	50	Fe	I
275.45	50	Fe	I
276.063	50	Fe	I
277.012	50	Fe	I
277.405	50	Fe	I
278.451	50	Fe	II
282.652	50	Fe	I
287.015	50	Fe	I
287.318	50	Fe	I
289.535	50	Fe	I
298.569	50	Fe	II
320.632	50	Fe	I
321.26	50	Fe	I
321.831	50	Fe	I
323.49	50	Fe	I
326.656	50	Fe	I
327.194	50	Fe	I
328.121	50	Fe	I
337.965	50	Fe	I
338.108	50	Fe	I
339.328	50	Fe	I
395.228	50	Fe	I
395.372	50	Fe	I
398.508	50	Fe	I
404.178	50	Fe	I
406.812	50	Fe	I
406.913	50	Fe	I
415.567	50	Fe	I
417.392	50	Fe	I
417.681	50	Fe	I
417.877	50	Fe	I
418.607	50	Fe	I
422.34	50	Fe	I
422.715	50	Fe	I
424	50	Fe	I
424.862	50	Fe	I
449.1	50	Fe	I
452.988	50	Fe	I
486.11	50	Fe	I
519.29	50	Fe	I
537.145	50	Fe	I
566.409	50	Fe	I
730.998	50	Fe	II
808.74	50	Fe	I
216.745	40	Fe	I
235.561	40	Fe	II
236.274	40	Fe	II
238.093	40	Fe	II
238.91	40	Fe	II
239.615	40	Fe	II
242.395	40	Fe	II
244.116	40	Fe	II
244.654	40	Fe	II
244.794	40	Fe	II
245.971	40	Fe	II
246.476	40	Fe	II
246.565	40	Fe	II
247.318	40	Fe	II
247.335	40	Fe	II
247.629	40	Fe	II
250.167	40	Fe	II
250.206	40	Fe	II
250.408	40	Fe	II
250.756	40	Fe	II
252.185	40	Fe	II
253.087	40	Fe	II
253.926	40	Fe	II
254.573	40	Fe	II
254.598	40	Fe	II
254.72	40	Fe	II
255.054	40	Fe	II
256.105	40	Fe	II
262.245	40	Fe	II
273.154	40	Fe	II
278.012	40	Fe	II
303.784	40	Fe	II
398.29	40	Fe	I
399.918	40	Fe	I
407.778	40	Fe	I
410.189	40	Fe	I
410.865	40	Fe	I
412.877	40	Fe	I
413.816	40	Fe	I
415.507	40	Fe	I
419.651	40	Fe	I
420.028	40	Fe	I
420.517	40	Fe	I
425.951	40	Fe	I
513.512	40	Fe	I
514.068	40	Fe	I
536.896	40	Fe	I
539.467	40	Fe	I
606.716	40	Fe	I
613.831	40	Fe	I
613.939	40	Fe	I
619.327	40	Fe	I
623.245	40	Fe	I
667.983	40	Fe	I
732.272	40	Fe	II
749.712	40	Fe	I
783.437	40	Fe	I
235.419	30	Fe	II
236.123	30	Fe	II
239.083	30	Fe	II
242.533	30	Fe	II
242.903	30	Fe	II
243.06	30	Fe	II
244.311	30	Fe	II
244.721	30	Fe	II
244.849	30	Fe	II
245.532	30	Fe	II
247.48	30	Fe	II
248.519	30	Fe	II
250.91	30	Fe	II
252.258	30	Fe	II
252.846	30	Fe	II
257.162	30	Fe	II
259.356	30	Fe	II
266.743	30	Fe	II
272.569	30	Fe	II
275.57	30	Fe	II
278.601	30	Fe	II
280.012	30	Fe	II
284.034	30	Fe	II
285.775	30	Fe	II
464.873	30	Fe	I
473.81	30	Fe	I
487.957	30	Fe	I
490.468	30	Fe	I
500.711	30	Fe	I
501.634	30	Fe	I
505.123	30	Fe	I
505.304	30	Fe	I
516.371	30	Fe	I
520.603	30	Fe	I
528.326	30	Fe	I
541.241	30	Fe	I
542.934	30	Fe	II
550.831	30	Fe	I
557.117	30	Fe	I
586.398	30	Fe	I
591.575	30	Fe	I
596.41	30	Fe	II
598.861	30	Fe	I
610.385	30	Fe	I
614.943	30	Fe	II
621.515	30	Fe	I
622.1	30	Fe	I
625.428	30	Fe	I
640.177	30	Fe	I
643.262	30	Fe	I
720.937	30	Fe	I
744.78	30	Fe	I
778.273	30	Fe	I
847.073	30	Fe	I
224.628	25	Fe	II
225.647	25	Fe	II
234.57	25	Fe	II
235.303	25	Fe	II
236.731	25	Fe	II
237.122	25	Fe	II
242.954	25	Fe	II
242.977	25	Fe	II
243.176	25	Fe	II
243.48	25	Fe	II
243.736	25	Fe	II
244.807	25	Fe	II
245.07	25	Fe	II
245.094	25	Fe	II
247.116	25	Fe	II
247.809	25	Fe	II
248.307	25	Fe	II
249.309	25	Fe	II
252.683	25	Fe	II
252.999	25	Fe	II
254.354	25	Fe	II
255.092	25	Fe	II
256.286	25	Fe	II
257.129	25	Fe	II
257.763	25	Fe	II
272.819	25	Fe	II
276.595	25	Fe	II
277.017	25	Fe	II
283.239	25	Fe	II
285.918	25	Fe	II
503.217	25	Fe	I
507.616	25	Fe	I
515.334	25	Fe	I
521.663	25	Fe	I
530.377	25	Fe	I
536.636	25	Fe	I
545.697	25	Fe	I
549.904	25	Fe	I
716.642	25	Fe	I
221.434	20	Fe	II
222.107	20	Fe	II
237.886	20	Fe	II
238.014	20	Fe	II
238.363	20	Fe	II
238.379	20	Fe	II
239.15	20	Fe	II
239.331	20	Fe	II
240.078	20	Fe	II
241.718	20	Fe	II
243.013	20	Fe	II
243.498	20	Fe	II
243.539	20	Fe	II
245.472	20	Fe	II
249.463	20	Fe	II
250.432	20	Fe	II
252.786	20	Fe	II
252.964	20	Fe	II
252.984	20	Fe	II
253.263	20	Fe	II
253.944	20	Fe	II
254.128	20	Fe	II
254.62	20	Fe	II
254.936	20	Fe	II
256.699	20	Fe	II
260.612	20	Fe	II
260.62	20	Fe	II
261.185	20	Fe	II
261.985	20	Fe	II
262.147	20	Fe	II
263.085	20	Fe	II
270.985	20	Fe	II
275.194	20	Fe	II
275.296	20	Fe	II
276.448	20	Fe	II
277.551	20	Fe	II
279.471	20	Fe	II
284.064	20	Fe	II
323.135	20	Fe	II
546.846	20	Fe	II
550.299	20	Fe	I
562.61	20	Fe	I
576.459	20	Fe	I
615.094	20	Fe	II
624.01	20	Fe	II
624.805	20	Fe	I
639.537	20	Fe	I
641.342	20	Fe	I
641.867	20	Fe	II
642.312	20	Fe	I
644.821	20	Fe	II
651.785	20	Fe	II
654.805	20	Fe	I
659.473	20	Fe	I
706.939	20	Fe	II
737.849	20	Fe	II
746.444	20	Fe	II
833.42	20	Fe	I
886.939	20	Fe	I
500.331	18	Fe	II
510.215	18	Fe	II
521.83	18	Fe	II
526.172	18	Fe	II
550.773	18	Fe	II
596.336	18	Fe	II
546.745	16	Fe	II
548.383	16	Fe	II
590.446	16	Fe	II
216.27	15	Fe	II
220.91	15	Fe	II
232.859	15	Fe	II
233.269	15	Fe	II
235.239	15	Fe	II
235.44	15	Fe	II
236.031	15	Fe	II
239.221	15	Fe	II
239.745	15	Fe	II
240.202	15	Fe	II
241.917	15	Fe	II
242.513	15	Fe	II
245.645	15	Fe	II
245.664	15	Fe	II
245.783	15	Fe	II
246.725	15	Fe	II
246.904	15	Fe	II
247.701	15	Fe	II
248.18	15	Fe	II
248.362	15	Fe	II
248.447	15	Fe	II
277.773	15	Fe	II
284.149	15	Fe	II
284.895	15	Fe	II
284.916	15	Fe	II
297.139	15	Fe	II
300.352	15	Fe	II
345.46	15	Fe	II
510.237	15	Fe	II
540.356	15	Fe	II
617.687	15	Fe	II
630.706	15	Fe	II
638.551	15	Fe	II
685.707	15	Fe	I
694.713	15	Fe	I
713.291	15	Fe	I
758.813	15	Fe	I
771.383	15	Fe	II
851.641	15	Fe	I
900.203	15	Fe	I
534.108	14	Fe	II
538.856	14	Fe	II
549.536	14	Fe	II
595.735	14	Fe	II
298.641	13	Fe	II
321.424	13	Fe	II
322.866	13	Fe	II
522.895	13	Fe	II
524.941	13	Fe	II
525.269	13	Fe	II
531.771	13	Fe	II
543.15	13	Fe	II
554.63	13	Fe	II
588.665	13	Fe	II
596.728	13	Fe	II
221.895	12	Fe	II
294.526	12	Fe	II
315.511	12	Fe	II
319.7	12	Fe	II
338.91	12	Fe	II
492.529	12	Fe	II
501.983	12	Fe	II
503.711	12	Fe	II
515.089	12	Fe	II
517.047	12	Fe	II
539.736	12	Fe	II
551.231	12	Fe	II
553.06	12	Fe	II
564.697	12	Fe	II
633.372	12	Fe	II
722.65	12	Fe	II
879.579	12	Fe	I
882.665	12	Fe	I
423.436	11	Fe	II
458.511	11	Fe	II
499.189	11	Fe	II
500.56	11	Fe	II
503.204	11	Fe	II
514.579	11	Fe	II
526.565	11	Fe	II
530.766	11	Fe	II
578.523	11	Fe	II
656.468	500000	H	I
766.701	25	K	I
770.108	24	K	I
694.068	20	K	I
691.299	19	K	I
404.528	18	K	I
404.835	17	K	I
580.336	17	K	I
583.351	17	K	I
578.398	16	K	I
581.376	15	K	I
959.833	15	K	I
959.833	15	K	I
536.106	14	K	I
960.046	14	K	I
534.118	13	K	I
890.463	13	K	I
890.463	13	K	I
511.367	12	K	I
532.476	12	K	I
534.446	12	K	I
693.819	12	K	I
696.659	12	K	I
890.646	12	K	I
344.736	11	K	I
464.367	11	K	I
509.859	11	K	I
510.062	11	K	I
850.579	11	K	I
850.579	11	K	I
344.837	10	K	I
464.318	10	K	I
496.642	10	K	I
508.565	10	K	I
850.745	10	K	I
670.961	3600	Li	I
670.976	3600	Li	I
548.507	600	Li	II
548.717	600	Li	II
610.523	320	Li	I
610.534	320	Li	I
812.846	48	Li	I
812.868	48	Li	I
413.373	40	Li	I
413.379	40	Li	I
413.379	40	Li	I
255.25	24	Li	II
391.641	20	Li	I
391.646	20	Li	I
427.427	20	Li	I
427.433	20	Li	I
323.359	17	Li	I
323.359	17	Li	I
256.308	15	Li	I
256.308	15	Li	I
460.412	13	Li	I
460.418	13	Li	I
460.418	13	Li	I
247.581	10	Li	I
247.581	10	Li	I
371.547	10	Li	II
398.661	10	Li	I
398.667	10	Li	I
285.297	50	Mg	I
880.917	50	Mg	I
518.505	45	Mg	I
517.412	44	Mg	I
516.876	42	Mg	I
383.938	40	Mg	I
552.994	40	Mg	I
383.339	38	Mg	I
383.044	36	Mg	I
470.431	30	Mg	I
571.267	30	Mg	I
925.832	30	Mg	I
457.238	28	Mg	I
965.218	28	Mg	I
941.755	25	Mg	I
941.755	25	Mg	I
941.755	25	Mg	I
309.779	24	Mg	I
309.388	22	Mg	I
278.065	20	Mg	I
278.065	20	Mg	I
309.196	20	Mg	I
333.763	20	Mg	I
435.313	20	Mg	I
765.971	20	Mg	I
821.529	20	Mg	I
892.602	20	Mg	I
944.137	20	Mg	I
333.31	19	Mg	I
766.126	19	Mg	I
943.535	19	Mg	I
277.751	18	Mg	I
277.909	18	Mg	I
278.224	18	Mg	I
278.379	18	Mg	I
999.595	18	Mg	I
333.088	17	Mg	I
766.201	17	Mg	I
873.842	17	Mg	I
873.842	17	Mg	I
873.842	17	Mg	I
943.24	17	Mg	I
998.921	17	Mg	I
285.25	16	Mg	I
416.845	15	Mg	I
769.367	15	Mg	I
834.841	15	Mg	I
834.841	15	Mg	I
834.841	15	Mg	I
966.819	15	Mg	I
998.594	15	Mg	I
284.918	14	Mg	I
448.239	14	Mg	II
922.078	14	Mg	II
279.635	13	Mg	II
294.285	13	Mg	I
448.258	13	Mg	II
789.854	13	Mg	II
872.022	13	Mg	I
924.68	13	Mg	II
273.735	12	Mg	I
280.353	12	Mg	II
284.755	12	Mg	I
293.933	12	Mg	I
738.972	12	Mg	I
787.922	12	Mg	II
871.508	12	Mg	I
924.904	12	Mg	I
963.453	12	Mg	II
654.778	11	Mg	II
654.778	11	Mg	II
823.69	11	Mg	II
874.806	11	Mg	II
883.751	11	Mg	II
963.508	11	Mg	II
267.325	10	Mg	I
273.43	10	Mg	I
279.882	10	Mg	II
293.737	10	Mg	II
293.76	10	Mg	I
405.865	10	Mg	I
439.18	10	Mg	II
473.135	10	Mg	I
632.046	10	Mg	I
634.849	10	Mg	II
719.516	10	Mg	I
729.307	10	Mg	I
810.095	10	Mg	I
810.095	10	Mg	I
810.095	10	Mg	I
821.21	10	Mg	I
821.625	10	Mg	II
831.255	10	Mg	I
871.257	10	Mg	I
873.739	10	Mg	II
882.675	10	Mg	II
899.963	10	Mg	I
933.01	10	Mg	II
933.01	10	Mg	II
934.311	10	Mg	II
403.19	27000	Mn	I
403.421	19000	Mn	I
200.45	18000	Mn	I
257.687	12000	Mn	II
403.563	11000	Mn	I
259.451	6200	Mn	II
279.564	6200	Mn	I
404.25	5600	Mn	I
279.909	5100	Mn	I
260.647	4300	Mn	II
280.189	3700	Mn	I
380.78	3200	Mn	I
357.051	2200	Mn	I
382.46	2100	Mn	I
295.006	1900	Mn	II
405.669	1900	Mn	I
211.025	1700	Mn	I
209.283	1500	Mn	I
294.016	1500	Mn	II
401.924	1500	Mn	I
403.687	1500	Mn	I
357.89	1400	Mn	I
354.881	1300	Mn	I
383.545	1300	Mn	I
293.392	1100	Mn	II
353.313	1100	Mn	I
354.904	1100	Mn	I
404.99	1100	Mn	I
406.008	1100	Mn	I
408.409	1100	Mn	I
408.478	1100	Mn	I
322.902	1000	Mn	I
475.537	1000	Mn	I
482.487	1000	Mn	I
478.476	940	Mn	I
323.771	850	Mn	I
445.284	800	Mn	I
222.253	770	Mn	I
476.371	750	Mn	I
406.289	730	Mn	I
406.468	730	Mn	I
408.039	730	Mn	I
408.057	730	Mn	I
344.298	720	Mn	II
357.082	720	Mn	I
358.756	720	Mn	I
381.067	700	Mn	I
384.217	670	Mn	I
324.946	650	Mn	I
257.353	580	Mn	I
258.508	550	Mn	I
221.454	540	Mn	I
423.648	510	Mn	I
446.327	510	Mn	I
261.892	500	Mn	II
476.776	500	Mn	I
257.628	480	Mn	I
383.495	480	Mn	I
360.857	420	Mn	I
360.952	420	Mn	I
354.921	390	Mn	I
382.498	390	Mn	I
423.633	370	Mn	I
346.132	360	Mn	II
347.503	360	Mn	II
353.286	360	Mn	I
361.133	360	Mn	I
384.087	350	Mn	I
384.507	350	Mn	I
441.612	350	Mn	I
304.546	330	Mn	I
324.472	330	Mn	I
325.389	310	Mn	I
325.708	310	Mn	I
323.165	300	Mn	I
476.719	300	Mn	I
220.95	290	Mn	I
348.391	290	Mn	II
359.615	290	Mn	I
362.031	290	Mn	I
407.143	290	Mn	I
425.886	290	Mn	I
426.712	290	Mn	I
446.593	290	Mn	I
602.347	290	Mn	I
369.472	280	Mn	I
428.23	270	Mn	I
445.951	270	Mn	I
379.13	260	Mn	I
259.372	250	Mn	I
259.654	250	Mn	I
294.125	250	Mn	I
305.525	250	Mn	I
450.016	240	Mn	I
450.348	240	Mn	I
280.067	220	Mn	I
321.381	220	Mn	I
325.935	220	Mn	I
362.482	220	Mn	I
370.713	210	Mn	I
404.627	210	Mn	I
405.91	210	Mn	I
443.76	210	Mn	I
445.88	210	Mn	I
262.636	200	Mn	II
304.793	200	Mn	I
333.174	200	Mn	II
383.077	200	Mn	I
411.206	200	Mn	I
447.139	200	Mn	I
601.831	200	Mn	I
261.098	190	Mn	II
263.313	190	Mn	II
292.643	190	Mn	I
398.796	190	Mn	I
424.091	190	Mn	I
326.117	180	Mn	I
326.565	180	Mn	I
348.968	180	Mn	II
369.762	180	Mn	I
472.88	180	Mn	I
476.286	180	Mn	I
306.691	170	Mn	I
307.116	170	Mn	I
449.134	170	Mn	I
270.25	160	Mn	II
289.043	160	Mn	II
307.402	160	Mn	I
445.425	160	Mn	I
445.657	160	Mn	I
471.104	160	Mn	I
534.255	160	Mn	I
256.442	150	Mn	II
262.482	150	Mn	I
398.637	150	Mn	I
398.823	150	Mn	I
402.758	150	Mn	I
405.636	150	Mn	I
406.054	150	Mn	I
413.229	150	Mn	I
417.778	150	Mn	I
446.233	150	Mn	I
262.368	140	Mn	I
291.545	140	Mn	I
306.301	140	Mn	I
317.942	140	Mn	I
349.684	140	Mn	II
363.077	140	Mn	I
601.517	140	Mn	I
263.896	130	Mn	II
270.654	130	Mn	II
371.999	130	Mn	I
373.299	130	Mn	I
398.371	130	Mn	I
445.626	130	Mn	I
447.405	130	Mn	I
474.044	130	Mn	I
304.648	120	Mn	I
392.758	120	Mn	I
413.621	120	Mn	I
419.117	120	Mn	I
267.338	110	Mn	II
268.905	110	Mn	II
270.925	110	Mn	II
271.238	110	Mn	II
280.994	110	Mn	I
380.163	110	Mn	I
445.707	110	Mn	I
253.642	100	Mn	II
253.868	100	Mn	II
254.952	100	Mn	II
270.478	100	Mn	II
325.208	100	Mn	I
349.854	100	Mn	II
366.144	100	Mn	I
255.936	95	Mn	II
259.968	95	Mn	II
262.742	95	Mn	I
304.148	95	Mn	I
537.913	95	Mn	I
539.617	95	Mn	I
540.892	95	Mn	I
308.052	90	Mn	I
316.196	90	Mn	I
381.783	90	Mn	I
269.346	85	Mn	I
270.18	85	Mn	II
281.88	85	Mn	I
304.425	85	Mn	I
525.678	85	Mn	I
542.187	85	Mn	I
253.498	80	Mn	II
254.368	80	Mn	II
264.063	80	Mn	II
270.833	80	Mn	II
271.113	80	Mn	II
283.162	80	Mn	I
288.033	80	Mn	II
290.101	80	Mn	II
405.014	80	Mn	I
406.623	80	Mn	I
406.915	80	Mn	I
414.223	80	Mn	I
414.997	80	Mn	I
460.665	80	Mn	I
462.784	80	Mn	I
253.382	75	Mn	I
255.734	75	Mn	II
280.493	70	Mn	I
281.43	70	Mn	I
288.753	70	Mn	II
302.363	70	Mn	I
333.163	70	Mn	I
367.157	70	Mn	I
367.801	70	Mn	I
370.278	70	Mn	I
321.788	65	Mn	I
325.498	65	Mn	I
329.783	65	Mn	I
329.917	65	Mn	I
332.165	65	Mn	I
391.943	65	Mn	I
395.396	65	Mn	I
397.821	65	Mn	I
405.361	65	Mn	I
409.109	65	Mn	I
420.294	65	Mn	I
421.294	65	Mn	I
428.529	65	Mn	I
431.376	65	Mn	I
263.135	60	Mn	I
265.67	60	Mn	II
279.118	60	Mn	I
279.19	60	Mn	I
280.697	60	Mn	I
281.367	60	Mn	I
281.585	60	Mn	II
287.092	60	Mn	II
294.19	60	Mn	I
301.733	60	Mn	I
314.909	60	Mn	I
511.937	60	Mn	I
547.216	60	Mn	I
267.416	55	Mn	II
267.522	55	Mn	II
268.535	55	Mn	II
